period,stateid,stateDescription,sectorid,sectorName,customers,customers-units
2023-08,VT,Vermont,OTH,other,,number of customers
2023-08,VT,Vermont,IND,industrial,248,number of customers
2023-08,VT,Vermont,COM,commercial,62121,number of customers
2023-08,VT,Vermont,ALL,all sectors,383101,number of customers
2023-08,UT,Utah,TRA,transportation,1,number of customers
2023-08,UT,Utah,RES,residential,1203803,number of customers
2023-08,UT,Utah,OTH,other,,number of customers
2023-08,UT,Utah,IND,industrial,10932,number of customers
2023-08,UT,Utah,COM,commercial,139182,number of customers
2023-08,UT,Utah,ALL,all sectors,1353918,number of customers
2023-08,TX,Texas,TRA,transportation,3,number of customers
2023-08,TX,Texas,RES,residential,12202112,number of customers
2023-08,TX,Texas,OTH,other,,number of customers
2023-08,TX,Texas,IND,industrial,351305,number of customers
2023-08,TX,Texas,COM,commercial,1575965,number of customers
2023-08,TX,Texas,ALL,all sectors,14129385,number of customers
2023-08,TN,Tennessee,TRA,transportation,0,number of customers
2023-08,TN,Tennessee,RES,residential,3047351,number of customers
2023-08,TN,Tennessee,OTH,other,,number of customers
2023-08,TN,Tennessee,IND,industrial,1021,number of customers
2023-08,TN,Tennessee,COM,commercial,517808,number of customers
2023-08,TN,Tennessee,ALL,all sectors,3566180,number of customers
2023-08,SD,South Dakota,TRA,transportation,0,number of customers
2023-08,SD,South Dakota,RES,residential,430006,number of customers
2023-08,SD,South Dakota,OTH,other,,number of customers
2023-08,SD,South Dakota,IND,industrial,4365,number of customers
2023-08,SD,South Dakota,COM,commercial,77903,number of customers
2023-08,SD,South Dakota,ALL,all sectors,512274,number of customers
2023-08,SC,South Carolina,TRA,transportation,0,number of customers
2023-08,SC,South Carolina,RES,residential,2541588,number of customers
2023-08,SC,South Carolina,OTH,other,,number of customers
2023-08,SC,South Carolina,IND,industrial,3623,number of customers
2023-08,SC,South Carolina,COM,commercial,408362,number of customers
2023-07,WA,Washington,ALL,all sectors,3758647,number of customers
2023-07,MT,Montana,ALL,all sectors,679694,number of customers
2023-07,MO,Missouri,TRA,transportation,2,number of customers
2023-07,MO,Missouri,RES,residential,2862025,number of customers
2023-07,MO,Missouri,OTH,other,,number of customers
2023-07,MO,Missouri,IND,industrial,9804,number of customers
2023-07,MO,Missouri,COM,commercial,398102,number of customers
2023-07,MO,Missouri,ALL,all sectors,3269933,number of customers
2023-07,MS,Mississippi,TRA,transportation,0,number of customers
2023-07,MS,Mississippi,RES,residential,1358624,number of customers
2023-07,MS,Mississippi,OTH,other,,number of customers
2023-07,MS,Mississippi,IND,industrial,11129,number of customers
2023-07,MS,Mississippi,COM,commercial,243781,number of customers
2023-07,MS,Mississippi,ALL,all sectors,1613534,number of customers
2023-07,MN,Minnesota,TRA,transportation,1,number of customers
2023-07,MN,Minnesota,RES,residential,2570555,number of customers
2023-07,MN,Minnesota,OTH,other,,number of customers
2023-07,MN,Minnesota,IND,industrial,9404,number of customers
2023-07,MN,Minnesota,COM,commercial,306572,number of customers
2023-07,MN,Minnesota,ALL,all sectors,2886532,number of customers
2023-07,MI,Michigan,TRA,transportation,2,number of customers
2023-07,MI,Michigan,RES,residential,4510252,number of customers
2023-07,MI,Michigan,OTH,other,,number of customers
2023-07,MI,Michigan,IND,industrial,5672,number of customers
2023-07,MI,Michigan,COM,commercial,560167,number of customers
2023-07,MI,Michigan,ALL,all sectors,5076093,number of customers
2023-07,MA,Massachusetts,TRA,transportation,2,number of customers
2023-07,MA,Massachusetts,RES,residential,2880558,number of customers
2023-07,MA,Massachusetts,OTH,other,,number of customers
2023-07,MA,Massachusetts,IND,industrial,10714,number of customers
2023-07,MA,Massachusetts,COM,commercial,445804,number of customers
2023-07,MA,Massachusetts,ALL,all sectors,3337078,number of customers
2023-07,MD,Maryland,TRA,transportation,5,number of customers
2023-07,MD,Maryland,RES,residential,2428046,number of customers
2023-07,MD,Maryland,OTH,other,,number of customers
2023-07,MD,Maryland,IND,industrial,9074,number of customers
2023-07,MD,Maryland,COM,commercial,261069,number of customers
2023-07,MD,Maryland,ALL,all sectors,2698194,number of customers
2023-07,ME,Maine,TRA,transportation,0,number of customers
2023-07,ME,Maine,RES,residential,723210,number of customers
2023-07,ME,Maine,OTH,other,,number of customers
2023-07,ME,Maine,IND,industrial,1973,number of customers
2023-07,ME,Maine,COM,commercial,106672,number of customers
2023-07,ME,Maine,ALL,all sectors,831855,number of customers
2023-07,LA,Louisiana,TRA,transportation,1,number of customers
2023-07,LA,Louisiana,RES,residential,2165617,number of customers
2023-07,LA,Louisiana,OTH,other,,number of customers
2023-07,LA,Louisiana,IND,industrial,18875,number of customers
2023-07,LA,Louisiana,COM,commercial,301650,number of customers
2023-07,LA,Louisiana,ALL,all sectors,2486143,number of customers
2023-07,KY,Kentucky,TRA,transportation,0,number of customers
2023-07,KY,Kentucky,RES,residential,2017196,number of customers
2023-07,KY,Kentucky,OTH,other,,number of customers
2023-07,KY,Kentucky,IND,industrial,5781,number of customers
2023-07,KY,Kentucky,COM,commercial,322013,number of customers
2023-07,KY,Kentucky,ALL,all sectors,2344990,number of customers
2023-07,KS,Kansas,TRA,transportation,0,number of customers
2023-07,KS,Kansas,RES,residential,1331518,number of customers
2023-07,KS,Kansas,OTH,other,,number of customers
2023-07,KS,Kansas,IND,industrial,24791,number of customers
2023-07,KS,Kansas,COM,commercial,248589,number of customers
2023-07,KS,Kansas,ALL,all sectors,1604898,number of customers
2023-07,IA,Iowa,TRA,transportation,0,number of customers
2023-07,IA,Iowa,RES,residential,1451551,number of customers
2023-07,IA,Iowa,OTH,other,,number of customers
2023-07,IA,Iowa,IND,industrial,8585,number of customers
2023-07,IA,Iowa,COM,commercial,250024,number of customers
2023-07,IA,Iowa,ALL,all sectors,1710160,number of customers
2023-07,IN,Indiana,TRA,transportation,1,number of customers
2023-07,IN,Indiana,RES,residential,2960868,number of customers
2023-07,IN,Indiana,OTH,other,,number of customers
2023-07,IN,Indiana,IND,industrial,19092,number of customers
2023-07,IN,Indiana,COM,commercial,373726,number of customers
2023-07,IN,Indiana,ALL,all sectors,3353687,number of customers
2023-07,IL,Illinois,TRA,transportation,3,number of customers
2023-07,IL,Illinois,RES,residential,5382745,number of customers
2023-07,IL,Illinois,OTH,other,,number of customers
2023-07,IL,Illinois,IND,industrial,5624,number of customers
2023-07,IL,Illinois,COM,commercial,639432,number of customers
2023-07,IL,Illinois,ALL,all sectors,6027804,number of customers
2023-07,ID,Idaho,TRA,transportation,0,number of customers
2023-07,ID,Idaho,RES,residential,842453,number of customers
2023-07,ID,Idaho,OTH,other,,number of customers
2023-07,ID,Idaho,IND,industrial,29631,number of customers
2023-07,ID,Idaho,COM,commercial,121577,number of customers
2023-07,ID,Idaho,ALL,all sectors,993661,number of customers
2023-07,HI,Hawaii,TRA,transportation,0,number of customers
2023-07,HI,Hawaii,RES,residential,446722,number of customers
2023-07,HI,Hawaii,OTH,other,,number of customers
2023-07,HI,Hawaii,IND,industrial,806,number of customers
2023-07,HI,Hawaii,COM,commercial,60244,number of customers
2023-07,HI,Hawaii,ALL,all sectors,507772,number of customers
2023-07,GA,Georgia,TRA,transportation,1,number of customers
2023-07,GA,Georgia,RES,residential,4733640,number of customers
2023-07,GA,Georgia,OTH,other,,number of customers
2023-07,GA,Georgia,IND,industrial,24472,number of customers
2023-07,GA,Georgia,COM,commercial,610277,number of customers
2023-07,GA,Georgia,ALL,all sectors,5368390,number of customers
2023-07,FL,Florida,TRA,transportation,2,number of customers
2023-07,FL,Florida,RES,residential,10201328,number of customers
2023-07,FL,Florida,OTH,other,,number of customers
2023-07,FL,Florida,IND,industrial,26786,number of customers
2023-07,FL,Florida,COM,commercial,1285510,number of customers
2023-07,FL,Florida,ALL,all sectors,11513626,number of customers
2023-07,DC,District of Columbia,TRA,transportation,3,number of customers
2023-07,DC,District of Columbia,RES,residential,312520,number of customers
2023-07,DC,District of Columbia,OTH,other,,number of customers
2023-07,DC,District of Columbia,IND,industrial,1,number of customers
2023-07,DC,District of Columbia,COM,commercial,27338,number of customers
2023-07,DC,District of Columbia,ALL,all sectors,339862,number of customers
2023-07,DE,Delaware,TRA,transportation,0,number of customers
2023-07,DE,Delaware,RES,residential,463700,number of customers
2023-07,DE,Delaware,OTH,other,,number of customers
2023-07,DE,Delaware,IND,industrial,820,number of customers
2023-07,DE,Delaware,COM,commercial,59642,number of customers
2023-07,DE,Delaware,ALL,all sectors,524162,number of customers
2023-07,CT,Connecticut,TRA,transportation,3,number of customers
2023-07,CT,Connecticut,RES,residential,1539297,number of customers
2023-07,CT,Connecticut,OTH,other,,number of customers
2023-07,CT,Connecticut,IND,industrial,3940,number of customers
2023-07,CT,Connecticut,COM,commercial,156793,number of customers
2023-07,CT,Connecticut,ALL,all sectors,1700033,number of customers
2023-07,CO,Colorado,TRA,transportation,1,number of customers
2023-07,CO,Colorado,RES,residential,2456420,number of customers
2023-07,CO,Colorado,OTH,other,,number of customers
2023-07,CO,Colorado,IND,industrial,14947,number of customers
2023-07,CO,Colorado,COM,commercial,393677,number of customers
2023-07,CO,Colorado,ALL,all sectors,2865045,number of customers
2023-07,CA,California,TRA,transportation,12,number of customers
2023-07,CA,California,RES,residential,13806566,number of customers
2023-07,CA,California,OTH,other,,number of customers
2023-07,CA,California,IND,industrial,143386,number of customers
2023-07,CA,California,COM,commercial,1738648,number of customers
2023-07,CA,California,ALL,all sectors,15688612,number of customers
2023-07,AR,Arkansas,TRA,transportation,2,number of customers
2023-07,AR,Arkansas,RES,residential,1464809,number of customers
2023-07,AR,Arkansas,OTH,other,,number of customers
2023-07,AR,Arkansas,IND,industrial,41499,number of customers
2023-07,AR,Arkansas,COM,commercial,208227,number of customers
2023-07,AR,Arkansas,ALL,all sectors,1714537,number of customers
2023-07,AZ,Arizona,TRA,transportation,2,number of customers
2023-07,AZ,Arizona,RES,residential,3030784,number of customers
2023-07,AZ,Arizona,OTH,other,,number of customers
2023-07,AZ,Arizona,IND,industrial,7248,number of customers
2023-07,AZ,Arizona,COM,commercial,341955,number of customers
2023-07,AZ,Arizona,ALL,all sectors,3379989,number of customers
2023-07,AK,Alaska,TRA,transportation,0,number of customers
2023-07,AK,Alaska,RES,residential,297912,number of customers
2023-07,AK,Alaska,OTH,other,,number of customers
2023-07,AK,Alaska,IND,industrial,1187,number of customers
2023-07,AK,Alaska,COM,commercial,57489,number of customers
2023-07,AK,Alaska,ALL,all sectors,356588,number of customers
2023-07,AL,Alabama,TRA,transportation,0,number of customers
2023-07,AL,Alabama,RES,residential,2372617,number of customers
2023-07,AL,Alabama,OTH,other,,number of customers
2023-07,AL,Alabama,IND,industrial,7247,number of customers
2023-07,AL,Alabama,COM,commercial,382293,number of customers
2023-07,AL,Alabama,ALL,all sectors,2762157,number of customers
2023-07,OH,Ohio,IND,industrial,19637,number of customers
2023-07,OH,Ohio,COM,commercial,625167,number of customers
2023-07,OH,Ohio,ALL,all sectors,5721265,number of customers
2023-07,ND,North Dakota,TRA,transportation,0,number of customers
2023-07,ND,North Dakota,RES,residential,394698,number of customers
2023-07,ND,North Dakota,OTH,other,,number of customers
2023-07,ND,North Dakota,IND,industrial,9319,number of customers
2023-07,ND,North Dakota,COM,commercial,77303,number of customers
2023-07,ND,North Dakota,ALL,all sectors,481320,number of customers
2023-07,NC,North Carolina,TRA,transportation,1,number of customers
2023-07,NC,North Carolina,RES,residential,4972002,number of customers
2023-07,NC,North Carolina,OTH,other,,number of customers
2023-07,NC,North Carolina,IND,industrial,9318,number of customers
2023-07,NC,North Carolina,COM,commercial,742273,number of customers
2023-07,NC,North Carolina,ALL,all sectors,5723594,number of customers
2023-07,NY,New York,TRA,transportation,8,number of customers
2023-07,NY,New York,RES,residential,7378284,number of customers
2023-07,NY,New York,OTH,other,,number of customers
2023-07,NY,New York,IND,industrial,7060,number of customers
2023-07,NY,New York,COM,commercial,1181793,number of customers
2023-07,NY,New York,ALL,all sectors,8567145,number of customers
2023-07,NM,New Mexico,TRA,transportation,0,number of customers
2023-07,NM,New Mexico,RES,residential,910703,number of customers
2023-07,NM,New Mexico,OTH,other,,number of customers
2023-07,NM,New Mexico,IND,industrial,9864,number of customers
2023-07,NM,New Mexico,COM,commercial,145992,number of customers
2023-07,NM,New Mexico,ALL,all sectors,1066559,number of customers
2023-07,NJ,New Jersey,TRA,transportation,7,number of customers
2023-07,NJ,New Jersey,RES,residential,3707537,number of customers
2023-07,NJ,New Jersey,OTH,other,,number of customers
2023-07,NJ,New Jersey,IND,industrial,11250,number of customers
2023-07,NJ,New Jersey,COM,commercial,538767,number of customers
2023-07,NJ,New Jersey,ALL,all sectors,4257561,number of customers
2023-07,NH,New Hampshire,TRA,transportation,0,number of customers
2023-07,NH,New Hampshire,RES,residential,636354,number of customers
2023-07,NH,New Hampshire,OTH,other,,number of customers
2023-07,NH,New Hampshire,IND,industrial,3116,number of customers
2023-07,NH,New Hampshire,COM,commercial,109693,number of customers
2023-07,NH,New Hampshire,ALL,all sectors,749163,number of customers
2023-07,NV,Nevada,TRA,transportation,1,number of customers
2023-07,NV,Nevada,RES,residential,1288846,number of customers
2023-07,NV,Nevada,OTH,other,,number of customers
2023-07,NV,Nevada,IND,industrial,4897,number of customers
2023-07,NV,Nevada,COM,commercial,173789,number of customers
2023-07,NV,Nevada,ALL,all sectors,1467533,number of customers
2023-07,NE,Nebraska,TRA,transportation,0,number of customers
2023-07,NE,Nebraska,RES,residential,901730,number of customers
2023-07,NE,Nebraska,OTH,other,,number of customers
